filename,target,prediction
Bug4175998Test.java,"data from ftp://dkuug.dk on March 4, 1999
verified by http://www.triacom.com/archive/iso639-2.en.html

iso 639 data
aa Afar
ab Abkhazian
af Afrikaans
am Amharic
ar Arabic
as Assamese
ay Aymara
az Azerbaijani
ba Bashkir
be Belarussian
bg Bulgarian
bh Bihari
bi Bislama
bn Bengali
bo Tibetan
br Breton
ca Catalan
co Corsican
cs Czech
cy Welsh
da Danish
de German
dz Bhutani
el Greek
en English
eo Esperanto
es Spanish
et Estonian
eu Basque
fa Persian
fi Finnish
fj Fijian
fo Faroese
fr French
fy Frisian
ga Irish
gd Gaelic
gl Galician
gn Guarani
gu Gujarati
ha Hausa
he Hebrew
hi Hindi
hr Croatian
hu Hungarian
hy Armenian
ia Interlingua
id Indonesian
ie Interlingue
ik Inupiak
is Icelandic
it Italian
iu Inuktitut
ja Japanese
jw Javanese
ka Georgian
kk Kazakh
kl Greenlandic
km Cambodian
kn Kannada
ko Korean
ks Kashmiri
ku Kurdish
ky Kirghiz
la Latin
ln Lingala
lo Laothian
lt Lithuanian
lv Latvian
mg Malagasy
mi Maori
mk Macedonian
ml Malayalam
mn Mongolian
mo Moldavian
mr Marathi
ms Malay
mt Maltese
my Burmese
na Nauru
ne Nepali
nl Dutch
no Norwegian
oc Occitan
om Oromo
or Oriya
pa Punjabi
pl Polish
ps Pushto
pt Portuguese
qu Quechua
rm Raeto-Romance
rn Kirundi
ro Romanian
ru Russian
rw Kinyarwanda
sa Sanskrit
sd Sindhi
sg Sangho
sh Croatian (Serbo)
si Sinhalese
sk Slovak
sl Slovenian
sm Samoan
sn Shona
so Somali
sq Albanian
sr Serbian
ss Siswati
st Sesotho
su Sundanese
sv Swedish
sw Swahili
ta Tamil
te Telugu
tg Tajik
th Thai
ti Tigrinya
tk Turkmen
tl Tagalog
tn Setswana
to Tonga
tr Turkish
ts Tsonga
tt Tatar
tw Twi
ug Uighur
uk Ukrainian
ur Urdu
uz Uzbek
vi Vietnamese
vo Volapuk
wo Wolof
xh Xhosa
yi Yiddish
yo Yoruba
za Zhuang
zh Chinese
zu Zulu

ISO 639-2 data

aar aar Afar
abk abk Abkhazian
ace ace Achinese
ach ach Acoli
ada ada Adangme
afa afa Afro-Asiatic (Other)
afh afh Afrihili
afr afr Afrikaans
aka aka Akan
akk akk Akkadian
ale ale Aleut
alg alg Algonquian languages
amh amh Amharic
ang ang English-Old (ca. 450-1100)
apa apa Apache languages
ara ara Arabic
arc arc Aramaic
arn arn Araucanian
arp arp Arapaho
art art Artificial (Other)
arw arw Arawak
asm asm Assamese
ath ath Athapascan languages
aus aus Australian languages
ava ava Avaric
ave ave Avestan
awa awa Awadhi
aym aym Aymara
aze aze Azerbaijani
bad bad Banda
bai bai Bamileke languages
bak bak Bashkir
bal bal Baluchi
bam bam Bambara
ban ban Balinese
bas bas Basa
bat bat Baltic (Other)
bej bej Beja
bel bel Belarussian
bem bem Bemba
ben ben Bengali
ber ber Berber (Other)
bho bho Bhojpuri
bih bih Bihari
bik bik Bikol
bin bin Bini
bis bis Bislama
bla bla Siksika
bnt bnt Bantu (Other)
bod tib Tibetan
bra bra Braj
bre bre Breton
btk btk Batak (Indonesia)
bua bua Buriat
bug bug Buginese
bul bul Bulgarian
cad cad Caddo
cai cai Central-American-Indian (Other)
car car Carib
cat cat Catalan
cau cau Caucasian (Other)
ceb ceb Cebuano
cel cel Celtic (Other)
ces cze Czech
cha cha Chamorro
chb chb Chibcha
che che Chechen
chg chg Chagatai
chk chk Chuukese
chm chm Mari
chn chn Chinook-jargon
cho cho Choctaw
chp chp Chipewyan
chr chr Cherokee
chu chu Church-Slavic
chv chv Chuvash
chy chy Cheyenne
cmc cmc Chamic languages
cop cop Coptic
cor cor Cornish
cos cos Corsican
cpe cpe Creoles-and-pidgins-English-based (Other)
cpf cpf Creoles-and-pidgins-French-based (Other)
cpp cpp Creoles-and-pidgins-Portuguese-based (Other)
cre cre Cree
crp crp Creoles-and-pidgins (Other)
cus cus Cushitic (Other)
cym wel Welsh
dak dak Dakota
dan dan Danish
day day Dayak
del del Delaware
den den Slave (Athapascan)
deu ger German
dgr dgr Dogrib
din din Dinka
div div Divehi
doi doi Dogri
dra dra Dravidian (Other)
dua dua Duala
dum dum Dutch-Middle (ca. 1050-1350)
dyu dyu Dyula
dzo dzo Dzongkha
efi efi Efik
egy egy Egyptian (Ancient)
eka eka Ekajuk
ell gre Greek Modern (post 1453)
elx elx Elamite
eng eng English
enm enm English-Middle (1100-1500)
epo epo Esperanto
est est Estonian
eus baq Basque
ewe ewe Ewe
ewo ewo Ewondo
fan fan Fang
fao fao Faroese
fas per Persian
fat fat Fanti
fij fij Fijian
fin fin Finnish
fiu fiu Finno-Ugrian (Other)
fon fon Fon
fra fre French
frm frm French-Middle (ca. 1400-1600)
fro fro French-Old (842-ca. 1400)
fry fry Frisian
ful ful Fulah
fur fur Friulian
gaa gaa Ga
gay gay Gayo
gba gba Gbaya
gem gem Germanic (Other)
gez gez Geez
gil gil Gilbertese
gdh gae Gaelic
gai iri Irish
glg glg Gallegan
glv glv Manx
gmh gmh German-Middle High (ca. 1050-1500)
goh goh German-Old High (ca. 750-1050)
gon gon Gondi
gor gor Gorontalo
got got Gothic
grb grb Grebo
grc grc Greek-Ancient (to 1453)
grn grn Guarani
guj guj Gujarati
gwi gwi Gwich'in
hai hai Haida
hau hau Hausa
haw haw Hawaiian
heb heb Hebrew
her her Herero
hil hil Hiligaynon
him him Himachali
hin hin Hindi
hit hit Hittite
hmn hmn Hmong
hmo hmo Hiri Motu
hrv scr Croatian
hun hun Hungarian
hup hup Hupa
hye arm Armenian
iba iba Iban
ibo ibo Igbo
ijo ijo Ijo
iku iku Inuktitut
ile ile Interlingue
ilo ilo Iloko
ina ina Interlingua (International Auxilary Language Association)
inc inc Indic (Other)
ind ind Indonesian
ine ine Indo-European (Other)
ipk ipk Inupiak
ira ira Iranian (Other)
iro iro Iroquoian languages
isl ice Icelandic
ita ita Italian
jaw jav Javanese
jpn jpn Japanese
jpr jpr Judeo-Persian
jrb jrb Judeo-Arabic
kaa kaa Kara-Kalpak
kab kab Kabyle
kac kac Kachin
kal kal Kalaallisut
kam kam Kamba
kan kan Kannada
kar kar Karen
kas kas Kashmiri
kat geo Georgian
kau kau Kanuri
kaw kaw Kawi
kaz kaz Kazakh
kha kha Khasi
khi khi Khoisan (Other)
khm khm Khmer
kho kho Khotanese
kik kik Kikuyu
kin kin Kinyarwanda
kir kir Kirghiz
kmb kmb Kimbundu
kok kok Konkani
kom kom Komi
kon kon Kongo
kor kor Korean
kos kos Kosraean
kpe kpe Kpelle
kro kro Kru
kru kru Kurukh
kua kua Kuanyama
kum kum Kumyk
kur kur Kurdish
kut kut Kutenai
lad lad Ladino
lah lah Lahnda
lam lam Lamba
lao lao Lao
lat lat Latin
lav lav Latvian
lez lez Lezghian
lin lin Lingala
lit lit Lithuanian
lol lol Mongo
loz loz Lozi
ltz ltz Letzeburgesch
lua lua Luba-Lulua
lub lub Luba-Katanga
lug lug Ganda
lui lui Luiseno
lun lun Lunda
luo luo Luo (Kenya and Tanzania)
lus lus Lushai
mad mad Madurese
mag mag Magahi
mah mah Marshall
mai mai Maithili
mak mak Makasar
mal mal Malayalam
man man Mandingo
map map Austronesian (Other)
mar mar Marathi
mas mas Masai
mdr mdr Mandar
men men Mende
mga mga Irish-Middle (900-1200)
mic mic Micmac
min min Minangkabau
mis mis Miscellaneous languages
mkd mac Macedonian
mkh mkh Mon-Khmer (Other)
mlg mlg Malagasy
mlt mlt Maltese
mni mni Manipuri
mno mno Manobo languages
moh moh Mohawk
mol mol Moldavian
mon mon Mongolian
mos mos Mossi
mri mao Maori
msa may Malay
mul mul Multiple languages
mun mun Munda languages
mus mus Creek
mwr mwr Marwari
mya bur Burmese
myn myn Mayan languages
nah nah Nahuatl
nai nai North American Indian (Other)
nau nau Nauru
nav nav Navajo
nbl nbl Ndebele, South
nde nde Ndebele, North
ndo ndo Ndonga
nep nep Nepali
new new Newari
nia nia Nias
nic nic Niger-Kordofanian (Other)
niu niu Niuean
nld dut Dutch
non non Norse, Old
nor nor Norwegian
nso nso Sohto, Northern
nub nub Nubian languages
nya nya Nyanja
nym nym Nyamwezi
nyn nyn Nyankole
nyo nyo Nyoro
nzi nzi Nzima
oci oci Occitan (post 1500)
oji oji Ojibwa
ori ori Oriya
orm orm Oromo
osa osa Osage
oss oss Ossetic
ota ota Turkish, Ottoman (1500-1928)
oto oto Otomian languages
paa paa Papuan (Other)
pag pag Pangasinan
pal pal Pahlavi
pam pam Pampanga
pan pan Panjabi
pap pap Papiamento
pau pau Palauan
peo peo Persian, Old (ca. 600-400 B.C.)
phi phi Philippine (Other)
phn phn Phoenician
pli pli Pali
pol pol Polish
pon pon Pohnpeian
por por Portuguese
pra pra Prakrit languages
pro pro Provençal, Old (to 1500)
pus pus Pushto
qaa-qtz qaa-qtz Reserved for local use
que que Quechua
raj raj Rajasthani
rap rap Rapanui
rar rar Rarotongan
roa roa Romance (Other)
roh roh Raeto-Romance
rom rom Romany
ron rum Romanian
run run Rundi
rus rus Russian
sad sad Sandawe
sag sag Sango
sah sah Yakut
sai sai South American Indian (Other)
sal sal Salishan languages
sam sam Samaritan Aramaic
san san Sanskrit
sas sas Sasak
sat sat Santali
sco sco Scots
sel sel Selkup
sem sem Semitic (Other)
sga sga Irish-Old (to 900)
shn shn Shan
sid sid Sidamo
sin sin Sinhalese
sio sio Siouan languages
sit sit Sino-Tibetan (Other)
sla sla Slavic (Other)
slk slo Slovak
slv slv Slovenian
smi smi Sami languages
smo smo Samoan
sna sna Shona
snd snd Sindhi
snk snk Soninke
sog sog Sogdian
som som Somali
son son Songhai
sot sot Sotho Southern
spa spa Spanish
sqi alb Albanian
srd srd Sardinian
srp scc Serbian
srr srr Serer
ssa ssa Nilo-Saharan (Other)
ssw ssw Swati
suk suk Sukuma
sun sun Sundanese
sus sus Susu
sux sux Sumerian
swa swa Swahili
swe swe Swedish
syr syr Syriac
tah tah Tahitian
tai tai Tai (Other)
tam tam Tamil
tat tat Tatar
tel tel Telugu
tem tem Timne
ter ter Tereno
tet tet Tetum
tgk tgk Tajik
tgl tgl Tagalog
tha tha Thai
tig tig Tigre
tir tir Tigrinya
tiv tiv Tiv
tkl tkl Tokelau
tli tli Tlingit
tmh tmh Tamashek
tog tog Tonga (Nyasa)
ton ton Tonga (Tonga Islands)
tpi tpi Tok Pisin
tsi tsi Tsimshian
tsn tsn Tswana
tso tso Tsonga
tuk tuk Turkmen
tum tum Tumbuka
tur tur Turkish
tut tut Altaic
tvl tvl Tuvalu
twi twi Twi
tyv tyv Tuvinian
uga uga Ugaritic
uig uig Uighur
ukr ukr Ukrainian
umb umb Umbundu
und und Undetermined
urd urd Urdu
uzb uzb Uzbek
vai vai Vai
ven ven Venda
vie vie Vietnamese
vol vol Volapuk
vot vot Votic
wak wak Wakashan
wal wal Walamo
war war Waray
was was Washo
wen wen Sorbian
wol wol Wolof
xho xho Xhosa
yao yao Yao
yap yap Yapese
yid yid Yiddish
yor yor Yoruba
ypk ypk Yupik
zap zap Zapotec
zen zen Zenaga
zha zha Zhuang
zho chi Chinese
znd znd Zande
zul zul Zulu
zun zun Zuni

*/",
AbstractMap.java,TODO: Handle wall endcaps.,@Override
PreferencesUtil.java,booleans get stored on watch as strings due to the way data is synced,TODO: remove this when we have a better way to handle boolean preferences
Graph.java,why does this line cause trouble???,this.nodes is a fresh object
LabelUtil.java,"XXX. Check for nulls here... BAD",TODO: get the label from the traceability entry
GoodsService.java,todo: 审核代码,测试代码
MinimumRoutingProcessor.java,flawed object maybe misses some information.,"if the original message is a flawed protocol object,"
OperationManager.java,"* TODO Optimize using chunk-dependencies
     * 
     * We know that each operation operates on a single chunk at a time. We also
     * know that each operation only depends on the nearby chunks. There should
     * be a way to optimize the operations to run on the closest chunks FIRST.
     * Instead of iterating over all chunks for every operation.
     * 
     * Imagine you have C1|C2|C3|C4, instead of running operations O1,O2,O3 like
     * this:
     * 
     * <pre> O1{C1,C2,C3,C4},O2{C1,C2,C3,C4},O3{C1,C2,C3,C4},O4{C1,C2,C3,C4}
     * </pre>
     * 
     * We can do it like this:
     * 
     * <pre>O1{C1,C2},O2{C1},O1{C3},O2{C2},O3{C1}...</pre>
     * 
     * Notice how we operate on the closest chunks first, ensuring that all
     * blocks that could touch are already placed.
     */","* TODO: This is a bit of a mess.
     */"
GenericTransformer.java,maybe extension point for stereotypes,get the current diagram
CompetitorsContent.java,"* Load Competitors data from an XML file.
     * 
     * @todo Get XML filename from configuration.
     * 
     * @param ctx the application context
     */","* Load the list of Competitor from XML file
     * 
     * @param ctx the context
     */"
SettingsOutlineService.java,"TODO MIG",get all code types
KgbUtil.java,returns a random point lying on a circle around the given position.,First derive a normalized direction vector.
PunishCommands.java,/mute Nokoa 1y Talking about trains too much,/mute Nokoa 1w Being bad
CalendarDataUtility.java,Duplicate names indicate that the names would be ambiguous. Skip this style for,This is a workaround for the fact that the ICU library does not support
ChiselBlockBuilder.java,"TODO fix this mess in forge, it should check for explicitly ""block/"" or ""item/"" not any folder prefix",TODO: This is a hack to get the blockstate to work.
CelestaAutoConfiguration.java,This should never happen though,Should not happen
FontRenderer.java,"* FDPClient Hacked Client
 * A free open source mixin-based injection hacked client for Minecraft using Minecraft Forge by LiquidBounce.
 * https://github.com/UnlegitMC/FDPClient/
 */","* Copyright (c) 2017, GoMint, BlackyPaw and geNAZt
 *
 * This code is licensed under the BSD license found in the
 * LICENSE file in the root directory of this source tree.
 */"
Test.java,TODO: check deopt using vm.mlvm.share.comp framework,This class is used to test deoptimization in uncommon trap logic.
RepositoryTreeLabelProvider.java,"* Return the text to be shown as a tooltip.
	 * <p>
	 * TODO allow markdown to be used. Not sure how to create a rich text
	 * tooltip though. Would also be nice if we could copy/paste from the
	 * tooltip like in the JDT.
	 * </p>
	 */","*
	 */"
PollCommand.java,we don't care about the author's language so we get it from guildSettings,TODO: add footer
X509AttributeCertificateHolderSelector.java,TODO: name constraints???,TODO: Add support for target groups
PiGpu2.java,"reserved. For further information, contact the author, Alan Kaminsky, at",reserved. Unauthorized reproduction is a violation of applicable law.
AbstractMadUiInstance.java,Copy any events in the instance queues that should be processed into the temporary area,Copy any out events from the temporary area into the instance queues
DictFilter.java,FIX ME: should extract the encoding,"<s> and </s> are recognized as tags, but not as elements"
Classifier.java,probability of this gesture,temporal value for bayes algorithm
RatsUpgradeRecipes.java,TODO replace base upgrade with miner once its reworked,"ShapedRecipeBuilder.shaped(RecipeCategory.MISC, RatsItemRegistry.RAT_UPGRADE_MINER_FARM.get())"
DefaultZoneHandler.java,"// TODO: 27/3/23 Broker ID should be handled by the zone handler, rather than passing it to the generator.",Submit to the broker.
ParCELActualModelScoring.java,"* Scoring the partial definition. The scoring formula:<br>
	 * 		score(d) = f(d.length, d.training_coverage, g(d.testing_accuracy), d.no_of_folds_involved)
	 * <ul>
	 * 	<li>length(+) = (1 - partial_definition_length/max_partial_definition_length)</li>
	 * 	<li>training(+) = avg(coverage)</li>
	 * 	<li>testing_completeness(+) =  avg(testing_completeness)</li>
	 * 	<li>testing_correctness(-) = avg(incorrectness)</li>
	 * 	<li>number_of_folds(*) = normalise(no_of_folds_involved)</li>
	 * </ul>
	 * 
	 * @param description The partial definition
	 * @param evalInfors Evaluation information (cp, cn, pos, neg, etc.)
	 * @param totalNoOfFolds Total of folds used in the evaluation
	 * @param maxLength Length of the longest partial definition
	 * 
	 * @return Score of the input description
	 * 
	 * TODO: Should we use the avg. length instead of max length?
	 */","* Scoring the partial definitions produced through the k-folds validation<br>
	 * The scoring bases on the following dimensions:
	 * <ol>
	 * 	<li>number of folds the partial definition involved (/total number of folds)</li>
	 * 	<li>coverage of the positive/negative examples in the training phase</li>
	 * 	<li>coverage of the positive/negative examples in the testing phase</li>
	 * 	<li>length of the definition (/the maximal length of all partial definitions</li> 
	 * 	<li>etc.</li>
	 * </ol>
	 * 
	 * @param description
	 * @param evalInfors
	 * @param totalNoOfFolds
	 * @param maxLength
	 * @return
	 */"
ZDBControlNamedTest.java,Bug '%\\\\:content%' fix,
PictureList.java,It seem to work out how many cause of this!,if image exists
DubbingInfo.java,"* This class represents a dubbing information
 * 
 * TODO: still looking for an example of this..
 *
 * @author Tim Roberts - Initial contribution
 */","* @author <NAME>
 */"
DynamicCompiler.java,"<- potential encapsulation problem, defensive copying would solve that",may be <code>null</code>
ParameterObjectFactory.java,"$NON-NLS-1$ // TODO: should be ""*"", not "" ""!",
PermissionDao.java,"* Get those {@link Permission}s whose {@link Permission#getLocalRevision() localRevision} is greater
	 * than the given {@code localRevision}.
	 * <p>
	 * TODO We should solve <a href=""https://github.com/cloudstore/cloudstore/issues/25"">issue 25</a> for this
	 * situation here, too, but taking the new TO-DO-notes there into account as well.
	 * @param localRevision the {@link Permission#getLocalRevision() localRevision}, after which the files
	 * to be queried where modified.
	 * @return those {@link Permission}s which were modified after the given {@code localRevision}. Never
	 * <code>null</code>, but maybe empty.
	 */","* @param localRevision
	 * @return
	 */"
DroneStartupCoordinator.java,"TODO if there are problems, reset the command sender sequence number",TODO: This is not a good place to handle this.
